Row,Name,Region,Scientific Name,Sun Exposure,Rating,Description,Color,Blooming Period,Fruit Characteristics,Height,Width,Additional Comments,Heat Tolerance,Water Requirements,Soil Requirements,Pest Tolerance,Fertility Requirements,Image,Type,Size
137,Rosemary,0,Rosmarinus officinalis,['sun'],9,Rosemary is a classic old world medicinal herb that can be used as an evergreen woody shrub (USDA zone 8) or subshrub (z. 7). The beautiful aromatic foliage ranges from dark green to gray-green to nearly blue-green in color. Small axillary clusters of tubular flowers add interest in spring to summer. The habit is somewhat variable forming an irregular upright oval to a weeping or prostrate mound. Properly sheared and potted rosmary can be trained into excellent living christmas trees.,"{'blue', 'white', 'pink'}","{'spring', 'summer'}",FALSE,"[2, 5]","[2, 5]","Rosemary requires absolutely excellent drainage, but also cannot tolerate extreme drought. Can handle heat, moderate drought, and soil salts as long as some soil moisture is available.",2,0,0,1,0,http://ekps.tamu.edu//images/plants/rosmarinusofficinalis2.jpg,"['shrub', 'tree']","['small', 'medium']"
138,Texas Palmetto or Texas Sabal,0,Sabal mexicana,"['sun', 'partial sun']",9,"Texas Palmettos can eventually become large palms, but are slow growers. They are somewhat shorter than Sabal palmetto but form a stouter more massive trunk. While native to extreme South Texas, they are cold hardy enough for use in all but extreme North Texas. An outstanding choice for a coarse tropical look, but leave room for full crown development and have patience.",{'white'},{'spring'},TRUE,"[25, 50]","[2, 15]","One of our most cold hardy tree-form palms, useful into protected portions of USDA zone 7b. Quite heat, salt, and wind tolerant once established.",2,1,0,2,0,http://ekps.tamu.edu//images/plants/sabalmexicana.jpg,"['tree', 'tropical']","['medium', 'large']"
139,Waxleaf Ligustrum,0,Ligustrum japonicum,"['sun', 'partial sun']",9,Ligustrum japonicum is a popular medium to large broad-leaved evergreen shrub. Waxleaf Ligustrum is valued for its lustrous compact foliage and creamy white late spring flowers. Waxleaf Ligustrum can be used as an informal or formal sheared hedge. Older specimens can be pruned up into small trees.,{'white'},{'spring'},TRUE,"[6, 12]","[4, 8]","Excellent multi-purpose shrub. Waxleaf Ligustrum is drought, heat, salt, and pollution tolerant, but is only limitedly cold hardy in USDA zone 7.",2,0,0,1,0,http://ekps.tamu.edu//images/plants/ligustjapon2.jpg,"['shrub', 'tree']","['small', 'medium', 'large']"
140,Japanese Ligustrum,0,Ligustrum lucidum,"['sun', 'partial sun']",9,"Japanese Ligustrum is a large broad-leaved evergreen shrub or small tree. Ligustrum lucidum is similar to Ligustrum japonicum, but L. lucidum is larger, with a more open form, less glossy leaves and tends to bloom later than L japonicum. The summer boom is a plus; subsequent blue-black berries are interesting. Japanese Ligustrum should be used more as a small tree or large evergreen screen.",{'white'},{'summer'},TRUE,"[20, 25]","[7, 10]","Good, perhaps too well adapted to the southern half of Texas. Very site adaptable, has naturalized in some locations in South Texas. Cold tolerance limits use north of USDA zone 8.",2,0,0,1,0,http://ekps.tamu.edu//images/plants/ligustrumlucidum3.jpg,"['shrub', 'tree']","['small', 'large']"
141,Quihoui Privet,0,Ligustrum quihoui,"['sun', 'partial sun', 'shade']",9,"Ligustrum quihoui is a medium to large size semi-evergreen shrub that has escaped cultivation in Central Texas. In appearance the Quihoui Privet is very very similar to Chinese Privet (Ligustrum sinense), but Quihoui Privet blooms a few weeks later and has a more raceme-like flower structure. Quihoui Privet is extremely aggressive  and its use should be curtailed to reduce its spread.",{'white'},"{'spring', 'summer'}",FALSE,"[8, 12]","[6, 10]",Very adaptable and invasive plant; probably should not be planted in Texas or similar environments outside its native range.,2,1,0,2,0,http://ekps.tamu.edu//images/plants/ligustru.jpg,['shrub'],"['medium', 'large']"
142,Chinese Privet,0,Ligustrum sinense,"['sun', 'partial sun', 'shade']",9,"The Chinese Privet, sometimes referred to as the Common Privet, is a semi-evergreen shrub in much of Texas. Ligustrum sinense has small ovate leaves that are margined in white or cream on the popular cultivar L. sinense 'Variegatum'. While the shrub is very tough it has limited ornamental appeal. Chinese Privet should probably be reserved for hedging or screening on difficult sites. The small white flowers panicles are mildly interesting.",{'white'},{'spring'},FALSE,"[4, 12]","[6, 10]",Very tough adaptable plant. Has become a noxious weed in some locales. Requires frequent pruning to maintain foliage density.,2,0,0,1,0,http://ekps.tamu.edu//images/plants/ligustrumsinen2.jpg,['shrub'],"['small', 'medium', 'large']"
143,American Beautyberry,0,Callicarpa americana,"['sun', 'partial sun']",9,"American Beautyberry is a multi-branched rangy deciduous shrub with an irregular rounded mass of long arching ranches. While the foliage and form are questionable, the fruit are a fantastic fall / winter feature.","{'white', 'pink'}","{'fall', 'summer'}",TRUE,"[4, 10]","[4, 6]","Very adaptable plant, can be a woody shrub, subshrub or herbaceous perennial depending on location. Best when pruned to within 6 inch to 12 inch of the ground in late winter to stimulate vigorous new growth. Blooms on new wood.",2,1,0,2,0,http://ekps.tamu.edu//images/plants/callicarpaamericana2.jpg,"['perennial', 'shrub']","['small', 'medium']"
144,Rocky Mountain Juniper,0,Juniperus scopulorum,['sun'],9,"Rocky Mountain Juniper is the western counterpart to the Eastern Redcedar (Juniperus virginiana). Common throughout much of the Western US, J. scopulorum is found in the Texas Panhandle and Guadalupe Mountains. Although similar to J. virginiana, J. scopulorum is somewhat smaller, tends to be have a more multiple stem habit, and may be more narrowly upright in some populations. It serves similar purposes in western landscapes as Eastern Redcedar serves in eastern and central U.S. landscapes.",set(),{'spring'},TRUE,"[20, 40]","[5, 15]","Juniper blight, spider mites, bagworms, cedar-apple rust, and root rots on poorly drained soils can be problems in the landscape.",2,0,0,1,0,None,"['shrub', 'tree']","['small', 'medium', 'large']"
145,Japanese Garden Juniper,0,Juniperus procumbens,['sun'],9,"Japanese Garden Juniper is a low growing undulate groundcover that varies in height from 6 inch to 2 ft. Foliage of this species is often awl-shaped, densely branched, and stiff. Plants tend to be more formal than with Juniperus horizontalis.",set(),{'spring'},TRUE,"[2, 6]","[4, 6]",Avoid poorly drained soils and shady sites.,2,0,0,1,0,http://ekps.tamu.edu//images/plants/juniperusprocumbens.jpg,"['groundcover', 'shrub']",['small']
146,Southern Waxmyrtle,0,Myrica cerifera,"['sun', 'partial sun']",9,Myrica cerifera is one of the most versatile shrubs for general use in the southern two-thirds of Texas. The soft textured aromatic foliage provides an excellent backdrop to perennial borders. This shrub is best use as a large evergreen screen or limbed up as a small tree to show of the smooth silver-gray bark. Southern Waxmyrtle is tough enough to do double duty as an erosion control species on banks in minimum maintenance areas.,set(),{'spring'},TRUE,"[5, 20]","[6, 10]","Can be coaxed to survive on higher pH soils, but suffers. Can be a very rapid grower when moisture is available, responses well to supplemental fertilizer. Wean off irrigation and N fertilizers in the fall to promote tissue maturation.",2,1,0,2,0,http://ekps.tamu.edu//images/plants/myricacerifera8.jpg,"['perennial', 'shrub', 'tree']","['small', 'medium', 'large']"
148,Live Oak,0,Quercus virginiana,['sun'],9,Live Oaks are one of the premier shade trees for the southern USA including large portions of Texas. This magnificent evergreen oak develops a spreading crown of picturesque branches. The only serious limitations to use of Live Oaks are cold and oak wilt fungus.,{'green'},{'spring'},TRUE,"[40, 60]","[50, 70]",Use can be stretched into USDA zone 7 in protected locations; tends to cast very dense shade limiting turf culture beneath them.,2,0,0,1,0,http://ekps.tamu.edu//images/plants/quercusv.jpg,['tree'],"['medium', 'large']"
149,German Iris or Bearded Iris,0,Iris x germanica,"['sun', 'partial sun']",9,German Iris is an old fashion herbaceous perennial with sword-like leaves radiating in a fan from rhizomes just at or immediately below the surface of the soil. Flowers occur in a wide range of colors in spring. Flowers consist of three upright standards alternating with three drooping falls.,"{'blue', 'yellow', 'brown'}",{'spring'},FALSE,"[1, 5]","[0, 20]",German Iris require good drainage and some supplemental irrigation to thrive; adapted to large portions of the state; troubled by iris borers.,2,1,0,2,0,http://ekps.tamu.edu//images/plants/irisxger.jpg,['perennial'],"['small', 'medium']"
150,Western Soapberry,0,Sapindus drummondii,['sun'],9,Western Soapberry is an under-utilized Texas native tree. Western Soapberry is equally at home in the dry canyons of West Texas as in an East Texas landscape. The crown of clean pinnately compound leaves forms an upright oval. The creamy white late spring to summer flowers are attractive and are followed on female trees by panicles of small translucent yellow-orange drupes. The fall color can be a good yellow.,{'white'},"{'spring', 'summer'}",TRUE,"[30, 40]","[20, 30]","Tolerates most soils as long as they are well drained; fruit can be a liability by mid-winter; drought, wind, heat, and limestone soil tolerant; a bark beetle has become a recent problem on this species.",2,0,0,1,0,http://ekps.tamu.edu//images/plants/sapindusdrummondii2.jpg,['tree'],"['small', 'medium']"
151,Mexican Elder,0,Sambucus mexicana,"['sun', 'partial sun']",9,"Mexican Elder is a West Texas native that reaches the size of a small tree. The pinnately compound leaves form a dense spreading canopy and the trunk is composed of thick gnarled branches, giving the effect of a large bonsai. This gnome-home look accounts for its popularity despite being rather short-lived. While evergreen or semi-evergreen in winter the plant may be drought deciduous. Creamy white flowers occur in late winter or early spring and are followed by blue-black berries that tend to have a cathartic effect on birds.",{'white'},"{'spring', 'summer', 'winter'}",TRUE,"[15, 30]","[20, 25]","Tolerates a variety of soils as long as drainage is not poor; heat, drought, soil salt tolerant; slow fall acclimation predisposes plants grown in mesic environments to cold damage. Brittle branches, aphid infestations, tendency to sucker, and volunteer seedlings can all be drawbacks to its use.",1,0,0,2,0,http://ekps.tamu.edu//images/plants/sambucusmexicana.jpg,"['shrub', 'tree']","['small', 'large']"
152,Salvias or Sages,0,Salvia spp.,"['sun', 'partial sun']",9,"Sages represent a wide range of species, one or more of which are suitable for use in every region of Texas. Several native Texas species are popular in the nursery trade. Many have attractive blue or red flowers, but are not limited to these colors alone.","{'red', 'pink', 'yellow', 'white', 'blue'}","{'fall', 'spring', 'summer', 'winter'}",FALSE,"[5, 6]","[5, 6]","There are one or more species adapted to nearly every region of the state; some tolerating droughty alkaline soils, while other perform best in wet acidic soils.",1,0,0,2,0,http://ekps.tamu.edu//images/plants/salviasp2.jpg,"['perennial', 'groundcover', 'shrub', 'annual', 'tropical']",['small']
153,Chinese Silver Grass,0,Miscanthus sinensis,"['sun', 'partial sun']",9,"Miscanthus sinensis is perhaps the most versatile species of perennial ornamental grasses used in the United States. Significant variation exists within the species resulting in cultivars of various sizes, textures, and foliage colors. Most have attractive plumes of off-white flowers in summer, which remain effective into early winter.",{'white'},"{'fall', 'summer'}",TRUE,"[5, 18]","[1, 3]","Excellent perennial grass with few problems, although the recently introduced miscanthus mealybug bears monitoring.",2,1,0,2,0,http://ekps.tamu.edu//images/plants/miscanthus.jpg,"['perennial', 'grass']","['small', 'medium']"
