Sun Exposure,Color,Blooming Period,Fruit?,Type,Size,Score,Plant,Good?
sun,orange,spring,FALSE,perennial,large,10.0,Mexican Zinnia,True
partial sun,pink,fall,FALSE,tropical,large,10.0,Giant Turk's Cap,False
sun,yellow,summer,FALSE,perennial,small,10.0,Mexican Zinnia,False
shade,white,fall,TRUE,annual,medium,10.0,Mexican Zinnia,False
shade,pink,fall,FALSE,perennial,small,10.0,Mexican Zinnia,True
partial sun,red,summer,TRUE,vine,medium,10.0,Giant Turk's Cap,False
partial sun,orange,spring,FALSE,shrub,small,10.0,Giant Turk's Cap,True
shade,blue,spring,FALSE,perennial,medium,10.0,Giant Turk's Cap,False
partial sun,red,summer,TRUE,shrub,medium,10.0,Giant Turk's Cap,False
shade,pink,winter,FALSE,tropical,large,10.0,Giant Turk's Cap,False
partial sun,white,fall,FALSE,perennial,small,10.0,Giant Turk's Cap,False
sun,yellow,summer,TRUE,vine,medium,10.0,Mexican Zinnia,False
sun,white,winter,FALSE,vine,medium,10.0,Pam's Pink American Honeysuckle,False
partial sun,red,winter,TRUE,perennial,small,10.0,Pam's Pink American Honeysuckle,True
sun,yellow,winter,FALSE,tropical,large,10.0,Pam's Pink American Honeysuckle,False
sun,red,winter,TRUE,tropical,large,10.0,Pam's Pink American Honeysuckle,False
partial sun,pink,winter,FALSE,annual,large,10.0,Pam's Pink American Honeysuckle,False
shade,red,spring,TRUE,perennial,large,10.0,Pam's Pink American Honeysuckle,False
partial sun,orange,summer,TRUE,shrub,small,10.0,Giant Turk's Cap,False
shade,blue,summer,TRUE,annual,medium,10.0,Giant Turk's Cap,False
sun,orange,spring,TRUE,perennial,small,10.0,Mexican Zinnia,False
partial sun,yellow,fall,FALSE,shrub,medium,10.0,Giant Turk's Cap,True
partial sun,red,spring,TRUE,annual,large,10.0,Giant Turk's Cap,True
shade,blue,spring,TRUE,vine,small,10.0,Giant Turk's Cap,False
partial sun,white,spring,TRUE,annual,small,10.0,Giant Turk's Cap,False
sun,white,winter,TRUE,annual,small,10.0,Pam's Pink American Honeysuckle,False
shade,yellow,spring,TRUE,annual,small,10.0,Pam's Pink American Honeysuckle,False
sun,yellow,spring,TRUE,vine,large,10.0,Mexican Zinnia,True
sun,yellow,winter,FALSE,perennial,small,10.0,Pam's Pink American Honeysuckle,True
shade,red,spring,FALSE,tropical,medium,10.0,Pam's Pink American Honeysuckle,False
sun,pink,winter,FALSE,vine,large,10.0,Pam's Pink American Honeysuckle,False
partial sun,orange,summer,FALSE,shrub,small,10.0,Giant Turk's Cap,False
sun,yellow,summer,FALSE,perennial,medium,10.0,Mexican Zinnia,False
sun,orange,summer,TRUE,tropical,medium,10.0,Mexican Zinnia,False
partial sun,yellow,summer,TRUE,annual,medium,10.0,Giant Turk's Cap,False
sun,pink,winter,FALSE,tropical,medium,10.0,Pam's Pink American Honeysuckle,False
sun,red,fall,TRUE,perennial,small,10.0,Giant Turk's Cap,False
partial sun,red,summer,FALSE,shrub,large,10.0,Giant Turk's Cap,False
partial sun,red,winter,TRUE,tropical,large,10.0,Pam's Pink American Honeysuckle,False
shade,orange,spring,FALSE,annual,medium,10.0,Pam's Pink American Honeysuckle,True
partial sun,orange,winter,TRUE,shrub,medium,10.0,Pam's Pink American Honeysuckle,False
sun,blue,fall,FALSE,annual,small,10.0,Pam's Pink American Honeysuckle,False
partial sun,yellow,summer,FALSE,vine,small,10.0,Giant Turk's Cap,True
shade,pink,fall,FALSE,shrub,medium,10.0,Giant Turk's Cap,False
partial sun,blue,winter,TRUE,tropical,medium,10.0,Pam's Pink American Honeysuckle,False
sun,blue,spring,TRUE,annual,large,10.0,Pam's Pink American Honeysuckle,False
partial sun,white,winter,FALSE,shrub,medium,10.0,Pam's Pink American Honeysuckle,False
partial sun,orange,winter,TRUE,vine,small,10.0,Pam's Pink American Honeysuckle,True
shade,pink,summer,FALSE,shrub,medium,10.0,Pam's Pink American Honeysuckle,False
partial sun,red,winter,FALSE,tropical,medium,10.0,Pam's Pink American Honeysuckle,False
sun,yellow,summer,TRUE,annual,small,10.0,Mexican Zinnia,False
partial sun,orange,fall,TRUE,perennial,large,10.0,Giant Turk's Cap,False
shade,pink,spring,FALSE,shrub,small,10.0,Giant Turk's Cap,False
partial sun,yellow,fall,FALSE,perennial,small,10.0,Giant Turk's Cap,True
shade,white,summer,FALSE,perennial,medium,10.0,Giant Turk's Cap,False
partial sun,orange,summer,TRUE,perennial,medium,10.0,Giant Turk's Cap,True
shade,orange,spring,TRUE,shrub,medium,10.0,Giant Turk's Cap,False
shade,blue,winter,FALSE,shrub,large,10.0,Giant Turk's Cap,False
partial sun,blue,fall,TRUE,annual,small,10.0,Giant Turk's Cap,True
partial sun,white,fall,FALSE,tropical,small,10.0,Giant Turk's Cap,False
sun,red,spring,TRUE,annual,large,10.0,Giant Turk's Cap,False
sun,white,summer,FALSE,shrub,large,10.0,Giant Turk's Cap,True
sun,yellow,winter,TRUE,annual,small,10.0,Pam's Pink American Honeysuckle,True
sun,red,fall,FALSE,tropical,medium,10.0,Giant Turk's Cap,False
shade,yellow,spring,TRUE,vine,medium,10.0,Giant Turk's Cap,False
shade,white,winter,FALSE,tropical,large,10.0,Giant Turk's Cap,True
shade,blue,fall,TRUE,perennial,medium,10.0,Giant Turk's Cap,True
partial sun,blue,fall,TRUE,vine,large,10.0,Giant Turk's Cap,True
partial sun,orange,spring,FALSE,tropical,medium,10.0,Giant Turk's Cap,False
partial sun,yellow,fall,TRUE,shrub,small,10.0,Giant Turk's Cap,False
shade,blue,summer,FALSE,perennial,medium,10.0,Giant Turk's Cap,True
partial sun,yellow,winter,TRUE,annual,large,10.0,Pam's Pink American Honeysuckle,True
sun,white,winter,TRUE,annual,large,10.0,Pam's Pink American Honeysuckle,True
shade,red,summer,FALSE,annual,large,10.0,Pam's Pink American Honeysuckle,False
shade,orange,winter,FALSE,tropical,small,10.0,Pam's Pink American Honeysuckle,True
shade,red,winter,FALSE,tropical,small,10.0,Pam's Pink American Honeysuckle,False
partial sun,orange,summer,FALSE,shrub,medium,10.0,Giant Turk's Cap,False
shade,orange,winter,FALSE,annual,large,10.0,Giant Turk's Cap,True
shade,white,winter,FALSE,annual,small,10.0,Giant Turk's Cap,False
shade,pink,spring,TRUE,tropical,small,10.0,Giant Turk's Cap,False
sun,yellow,winter,TRUE,perennial,small,10.0,Pam's Pink American Honeysuckle,False
partial sun,yellow,summer,TRUE,perennial,medium,10.0,Giant Turk's Cap,False
partial sun,orange,summer,FALSE,shrub,large,10.0,Giant Turk's Cap,False
sun,pink,spring,TRUE,shrub,large,10.0,Pam's Pink American Honeysuckle,False
partial sun,blue,spring,FALSE,annual,small,10.0,Giant Turk's Cap,False
partial sun,red,fall,FALSE,perennial,small,10.0,Giant Turk's Cap,False
sun,pink,winter,FALSE,shrub,large,10.0,Pam's Pink American Honeysuckle,False
sun,yellow,spring,FALSE,tropical,medium,10.0,Mexican Zinnia,False
sun,white,winter,TRUE,annual,large,10.0,Pam's Pink American Honeysuckle,False
shade,yellow,fall,TRUE,vine,large,10.0,Pam's Pink American Honeysuckle,True
partial sun,white,spring,TRUE,tropical,large,10.0,Giant Turk's Cap,True
sun,red,summer,TRUE,perennial,small,10.0,Giant Turk's Cap,True
partial sun,red,spring,FALSE,perennial,small,10.0,Giant Turk's Cap,True
sun,white,summer,TRUE,vine,medium,10.0,Giant Turk's Cap,False
sun,yellow,fall,TRUE,vine,medium,10.0,Mexican Zinnia,False
sun,white,summer,TRUE,vine,small,10.0,Mexican Zinnia,False
shade,white,spring,FALSE,perennial,medium,10.0,Mexican Zinnia,False
shade,blue,spring,TRUE,annual,small,10.0,Mexican Zinnia,False
sun,orange,summer,FALSE,shrub,medium,10.0,Mexican Zinnia,True
sun,yellow,winter,TRUE,shrub,large,10.0,Pam's Pink American Honeysuckle,False
sun,orange,winter,FALSE,perennial,small,10.0,Pam's Pink American Honeysuckle,True
partial sun,pink,summer,TRUE,shrub,large,10.0,Giant Turk's Cap,False
shade,blue,winter,FALSE,perennial,small,10.0,Giant Turk's Cap,False
sun,blue,fall,FALSE,perennial,small,10.0,Giant Turk's Cap,False
sun,yellow,summer,TRUE,vine,large,10.0,Mexican Zinnia,True
shade,pink,summer,FALSE,perennial,small,10.0,Mexican Zinnia,False
sun,white,summer,FALSE,shrub,large,10.0,Mexican Zinnia,False
sun,blue,spring,FALSE,vine,medium,10.0,Mexican Zinnia,False
partial sun,orange,summer,TRUE,vine,medium,10.0,Giant Turk's Cap,True
partial sun,red,spring,TRUE,vine,medium,10.0,Giant Turk's Cap,True
sun,yellow,spring,FALSE,tropical,small,10.0,Mexican Zinnia,True
sun,red,spring,FALSE,shrub,medium,10.0,Giant Turk's Cap,True
shade,orange,winter,TRUE,annual,large,10.0,Giant Turk's Cap,False
partial sun,orange,fall,FALSE,vine,medium,10.0,Giant Turk's Cap,False
sun,red,summer,TRUE,vine,medium,10.0,Giant Turk's Cap,False
partial sun,pink,spring,FALSE,shrub,small,10.0,Giant Turk's Cap,False
shade,yellow,winter,TRUE,tropical,small,10.0,Giant Turk's Cap,True
sun,red,summer,FALSE,vine,medium,10.0,Giant Turk's Cap,False
sun,blue,summer,TRUE,perennial,medium,10.0,Giant Turk's Cap,False
sun,blue,summer,TRUE,annual,small,10.0,Giant Turk's Cap,True
shade,blue,winter,FALSE,tropical,small,10.0,Giant Turk's Cap,False
sun,blue,summer,FALSE,vine,small,10.0,Giant Turk's Cap,False
shade,blue,fall,TRUE,annual,large,10.0,Giant Turk's Cap,False
sun,blue,spring,FALSE,perennial,small,10.0,Giant Turk's Cap,False
partial sun,pink,fall,TRUE,tropical,large,10.0,Giant Turk's Cap,False
shade,white,fall,TRUE,tropical,medium,10.0,Giant Turk's Cap,False
shade,red,summer,FALSE,shrub,medium,10.0,Giant Turk's Cap,False
shade,white,summer,FALSE,perennial,large,10.0,Giant Turk's Cap,True
partial sun,yellow,summer,FALSE,shrub,large,10.0,Giant Turk's Cap,False
shade,red,winter,FALSE,shrub,medium,10.0,Giant Turk's Cap,True
shade,pink,fall,TRUE,tropical,large,10.0,Giant Turk's Cap,True
partial sun,white,winter,FALSE,annual,small,10.0,Pam's Pink American Honeysuckle,False
partial sun,yellow,summer,TRUE,shrub,small,10.0,Giant Turk's Cap,True
shade,red,winter,TRUE,shrub,medium,10.0,Giant Turk's Cap,True
shade,yellow,winter,FALSE,tropical,medium,10.0,Giant Turk's Cap,False
partial sun,red,summer,TRUE,vine,medium,10.0,Giant Turk's Cap,True
sun,pink,fall,FALSE,shrub,large,10.0,Pam's Pink American Honeysuckle,False
sun,yellow,winter,FALSE,shrub,large,10.0,Pam's Pink American Honeysuckle,False
sun,yellow,fall,TRUE,tropical,small,10.0,Mexican Zinnia,False
partial sun,red,winter,FALSE,annual,medium,10.0,Pam's Pink American Honeysuckle,False
sun,white,spring,TRUE,annual,small,10.0,Pam's Pink American Honeysuckle,True
sun,white,fall,FALSE,tropical,small,10.0,Pam's Pink American Honeysuckle,True
partial sun,yellow,summer,FALSE,vine,large,10.0,Giant Turk's Cap,False
partial sun,pink,spring,FALSE,shrub,small,10.0,Giant Turk's Cap,True
partial sun,white,spring,TRUE,perennial,medium,10.0,Giant Turk's Cap,False
shade,pink,spring,FALSE,perennial,small,10.0,Giant Turk's Cap,False
sun,blue,summer,TRUE,tropical,small,10.0,Giant Turk's Cap,True
partial sun,red,winter,FALSE,tropical,large,10.0,Pam's Pink American Honeysuckle,False
shade,pink,winter,FALSE,annual,large,10.0,Pam's Pink American Honeysuckle,False
shade,yellow,fall,FALSE,shrub,large,10.0,Pam's Pink American Honeysuckle,False
sun,white,spring,FALSE,perennial,large,10.0,Pam's Pink American Honeysuckle,False
partial sun,pink,fall,TRUE,perennial,small,10.0,Giant Turk's Cap,True
sun,red,spring,FALSE,annual,small,10.0,Giant Turk's Cap,False
shade,orange,spring,FALSE,vine,medium,10.0,Giant Turk's Cap,False
shade,red,summer,FALSE,vine,large,10.0,Giant Turk's Cap,False
shade,yellow,winter,FALSE,vine,small,10.0,Giant Turk's Cap,False
shade,red,winter,FALSE,shrub,small,10.0,Giant Turk's Cap,True
shade,pink,summer,FALSE,tropical,medium,10.0,Giant Turk's Cap,False
shade,yellow,winter,FALSE,shrub,large,10.0,Giant Turk's Cap,False
shade,pink,winter,FALSE,tropical,small,10.0,Giant Turk's Cap,False
shade,blue,spring,TRUE,perennial,medium,10.0,Giant Turk's Cap,False
sun,red,summer,FALSE,tropical,small,10.0,Giant Turk's Cap,False
sun,pink,spring,TRUE,annual,small,10.0,Pam's Pink American Honeysuckle,False
partial sun,white,winter,FALSE,annual,medium,10.0,Pam's Pink American Honeysuckle,False
sun,yellow,spring,TRUE,shrub,large,10.0,Mexican Zinnia,False
shade,orange,fall,TRUE,vine,small,10.0,Mexican Zinnia,False
partial sun,red,summer,TRUE,shrub,large,10.0,Giant Turk's Cap,True
shade,blue,summer,TRUE,shrub,large,10.0,Giant Turk's Cap,False
shade,blue,fall,TRUE,tropical,medium,10.0,Giant Turk's Cap,True
partial sun,pink,summer,FALSE,perennial,small,10.0,Giant Turk's Cap,False
partial sun,orange,spring,FALSE,perennial,medium,10.0,Giant Turk's Cap,False
shade,orange,summer,TRUE,tropical,small,10.0,Giant Turk's Cap,False
partial sun,blue,summer,FALSE,shrub,medium,10.0,Giant Turk's Cap,False
partial sun,blue,spring,FALSE,shrub,small,10.0,Giant Turk's Cap,False
shade,pink,fall,TRUE,shrub,large,10.0,Giant Turk's Cap,False
partial sun,pink,spring,FALSE,annual,small,10.0,Giant Turk's Cap,True
sun,yellow,fall,TRUE,perennial,small,10.0,Mexican Zinnia,False
shade,orange,summer,FALSE,perennial,large,10.0,Mexican Zinnia,True
partial sun,white,spring,TRUE,shrub,medium,10.0,Giant Turk's Cap,False
sun,yellow,spring,FALSE,tropical,large,10.0,Mexican Zinnia,True
sun,blue,spring,TRUE,shrub,medium,10.0,Mexican Zinnia,True
shade,red,summer,FALSE,tropical,small,10.0,Mexican Zinnia,True
sun,orange,summer,TRUE,tropical,large,10.0,Mexican Zinnia,True
sun,pink,fall,TRUE,perennial,large,10.0,Pam's Pink American Honeysuckle,False
partial sun,orange,fall,TRUE,perennial,small,10.0,Giant Turk's Cap,True
shade,red,spring,FALSE,tropical,large,10.0,Giant Turk's Cap,False
sun,orange,spring,TRUE,vine,small,10.0,Mexican Zinnia,True
sun,blue,winter,TRUE,annual,small,10.0,Pam's Pink American Honeysuckle,False
partial sun,pink,spring,TRUE,vine,large,10.0,Giant Turk's Cap,False
shade,yellow,spring,FALSE,tropical,large,10.0,Giant Turk's Cap,False
sun,blue,winter,FALSE,shrub,small,10.0,Pam's Pink American Honeysuckle,False
shade,yellow,spring,TRUE,vine,small,10.0,Pam's Pink American Honeysuckle,False
partial sun,orange,fall,FALSE,shrub,medium,10.0,Giant Turk's Cap,False
partial sun,yellow,fall,FALSE,annual,small,10.0,Giant Turk's Cap,True
shade,yellow,spring,TRUE,tropical,large,10.0,Giant Turk's Cap,False
shade,orange,spring,FALSE,vine,large,10.0,Giant Turk's Cap,True
sun,white,fall,FALSE,vine,large,10.0,Giant Turk's Cap,False
partial sun,yellow,spring,TRUE,annual,medium,10.0,Giant Turk's Cap,False
sun,red,spring,FALSE,perennial,small,10.0,Giant Turk's Cap,False
sun,white,spring,TRUE,shrub,small,10.0,Giant Turk's Cap,True
shade,red,summer,TRUE,perennial,medium,10.0,Giant Turk's Cap,False
partial sun,orange,winter,FALSE,annual,medium,10.0,Pam's Pink American Honeysuckle,False
partial sun,yellow,fall,FALSE,shrub,medium,10.0,Giant Turk's Cap,True
partial sun,red,spring,FALSE,vine,large,10.0,Giant Turk's Cap,False
shade,blue,fall,TRUE,annual,small,10.0,Giant Turk's Cap,False
sun,orange,summer,TRUE,tropical,medium,10.0,Mexican Zinnia,False
partial sun,orange,fall,TRUE,vine,medium,10.0,Giant Turk's Cap,False
sun,white,winter,FALSE,tropical,small,10.0,Pam's Pink American Honeysuckle,False
partial sun,yellow,spring,FALSE,perennial,small,10.0,Giant Turk's Cap,False
partial sun,pink,summer,FALSE,tropical,small,10.0,Giant Turk's Cap,True
shade,red,spring,FALSE,perennial,medium,10.0,Giant Turk's Cap,False
shade,white,spring,TRUE,vine,large,10.0,Giant Turk's Cap,False
partial sun,red,fall,FALSE,annual,small,10.0,Giant Turk's Cap,False
partial sun,red,spring,FALSE,shrub,small,10.0,Giant Turk's Cap,False
sun,blue,spring,FALSE,vine,medium,10.0,Giant Turk's Cap,False
shade,orange,spring,TRUE,perennial,medium,10.0,Giant Turk's Cap,True
partial sun,blue,spring,TRUE,shrub,medium,10.0,Giant Turk's Cap,True
sun,yellow,spring,FALSE,vine,medium,10.0,Mexican Zinnia,False
sun,pink,winter,TRUE,annual,large,10.0,Pam's Pink American Honeysuckle,False
shade,yellow,summer,FALSE,shrub,medium,10.0,Pam's Pink American Honeysuckle,False
shade,white,winter,TRUE,shrub,medium,10.0,Pam's Pink American Honeysuckle,False
sun,orange,winter,FALSE,shrub,large,10.0,Pam's Pink American Honeysuckle,False
partial sun,blue,winter,FALSE,tropical,small,10.0,Pam's Pink American Honeysuckle,True
partial sun,pink,winter,FALSE,annual,large,10.0,Pam's Pink American Honeysuckle,False
sun,orange,spring,FALSE,perennial,small,10.0,Mexican Zinnia,False
shade,orange,summer,TRUE,shrub,small,10.0,Mexican Zinnia,True
shade,yellow,winter,FALSE,perennial,large,10.0,Mexican Zinnia,True
sun,blue,spring,FALSE,tropical,medium,10.0,Mexican Zinnia,False
shade,red,fall,TRUE,vine,small,10.0,Mexican Zinnia,False
shade,red,winter,FALSE,shrub,large,10.0,Mexican Zinnia,False
shade,yellow,spring,TRUE,vine,large,10.0,Mexican Zinnia,False
shade,white,summer,FALSE,annual,small,10.0,Mexican Zinnia,False
shade,red,fall,FALSE,annual,medium,10.0,Mexican Zinnia,True
sun,yellow,winter,TRUE,shrub,large,10.0,Pam's Pink American Honeysuckle,False
partial sun,orange,summer,TRUE,annual,small,10.0,Giant Turk's Cap,False
partial sun,yellow,winter,FALSE,annual,large,10.0,Pam's Pink American Honeysuckle,False
partial sun,yellow,summer,TRUE,perennial,small,10.0,Giant Turk's Cap,False
sun,pink,winter,TRUE,perennial,medium,10.0,Pam's Pink American Honeysuckle,False
sun,white,fall,FALSE,annual,small,10.0,Pam's Pink American Honeysuckle,False
partial sun,white,winter,TRUE,perennial,medium,10.0,Pam's Pink American Honeysuckle,False
partial sun,white,summer,FALSE,shrub,large,10.0,Giant Turk's Cap,False
partial sun,red,spring,TRUE,vine,small,10.0,Giant Turk's Cap,False
sun,yellow,summer,FALSE,shrub,large,10.0,Mexican Zinnia,False
partial sun,pink,winter,TRUE,shrub,medium,10.0,Pam's Pink American Honeysuckle,False
partial sun,yellow,spring,FALSE,perennial,large,10.0,Giant Turk's Cap,False
shade,white,summer,FALSE,perennial,large,10.0,Giant Turk's Cap,True
shade,white,spring,TRUE,perennial,large,10.0,Giant Turk's Cap,False
shade,yellow,spring,FALSE,shrub,medium,10.0,Giant Turk's Cap,False
partial sun,yellow,spring,FALSE,annual,small,10.0,Giant Turk's Cap,False
shade,pink,fall,FALSE,shrub,medium,10.0,Giant Turk's Cap,False
shade,red,summer,TRUE,perennial,large,10.0,Giant Turk's Cap,False
partial sun,pink,summer,FALSE,shrub,large,10.0,Giant Turk's Cap,True
sun,red,spring,TRUE,shrub,small,10.0,Giant Turk's Cap,False
shade,blue,spring,TRUE,tropical,medium,10.0,Giant Turk's Cap,False
shade,red,winter,TRUE,tropical,small,10.0,Giant Turk's Cap,False
shade,yellow,winter,FALSE,annual,small,10.0,Giant Turk's Cap,True
sun,pink,fall,FALSE,shrub,medium,10.0,Pam's Pink American Honeysuckle,False
shade,orange,winter,TRUE,perennial,small,10.0,Pam's Pink American Honeysuckle,True
sun,orange,fall,FALSE,shrub,medium,10.0,Mexican Zinnia,True
partial sun,white,spring,FALSE,shrub,medium,10.0,Giant Turk's Cap,False
shade,pink,fall,FALSE,shrub,large,10.0,Giant Turk's Cap,False
sun,red,fall,FALSE,shrub,large,10.0,Giant Turk's Cap,False
shade,white,summer,FALSE,vine,medium,10.0,Giant Turk's Cap,False
partial sun,orange,fall,FALSE,annual,small,10.0,Giant Turk's Cap,False
sun,yellow,summer,FALSE,shrub,small,10.0,Mexican Zinnia,True
shade,red,spring,TRUE,vine,large,10.0,Mexican Zinnia,False
shade,orange,spring,TRUE,perennial,small,10.0,Mexican Zinnia,True
sun,blue,spring,TRUE,perennial,small,10.0,Mexican Zinnia,False
sun,yellow,winter,TRUE,annual,medium,10.0,Pam's Pink American Honeysuckle,False
partial sun,red,summer,TRUE,annual,medium,10.0,Giant Turk's Cap,False
sun,yellow,summer,FALSE,tropical,medium,10.0,Mexican Zinnia,True
partial sun,white,spring,TRUE,tropical,small,10.0,Giant Turk's Cap,True
sun,white,summer,FALSE,tropical,medium,10.0,Giant Turk's Cap,True
partial sun,white,spring,TRUE,vine,large,10.0,Giant Turk's Cap,False
partial sun,white,fall,TRUE,perennial,large,10.0,Giant Turk's Cap,True
shade,red,spring,TRUE,perennial,small,10.0,Giant Turk's Cap,True
shade,orange,spring,TRUE,shrub,medium,10.0,Giant Turk's Cap,False
shade,red,winter,TRUE,tropical,large,10.0,Giant Turk's Cap,False
